2022-05-25 06:32:22,741 [Worker-5: Loading available Gradle versions] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2022-05-25 07:02:50,001 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies/2021.0.3-SNAPSHOT/maven-metadata.xml
2022-05-25 07:02:50,057 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies/2021.0.3-SNAPSHOT/maven-metadata.xml
2022-05-25 07:02:50,094 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies/2021.0.3-SNAPSHOT/spring-cloud-dependencies-2021.0.3-20220525.024827-63.pom
2022-05-25 07:02:50,155 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies/2021.0.3-SNAPSHOT/spring-cloud-dependencies-2021.0.3-20220525.024827-63.pom
2022-05-25 07:02:50,196 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies-parent/3.1.3-SNAPSHOT/maven-metadata.xml
2022-05-25 07:02:50,238 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies-parent/3.1.3-SNAPSHOT/maven-metadata.xml
2022-05-25 07:02:50,281 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies-parent/3.1.3-SNAPSHOT/spring-cloud-dependencies-parent-3.1.3-20220524.213531-60.pom
2022-05-25 07:02:50,343 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-dependencies-parent/3.1.3-SNAPSHOT/spring-cloud-dependencies-parent-3.1.3-20220524.213531-60.pom
2022-05-25 07:02:50,376 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-commons-dependencies/3.1.3-SNAPSHOT/maven-metadata.xml
2022-05-25 07:02:50,410 [Worker-17: Import Getting Started Content] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.spring.io/snapshot/org/springframework/cloud/spring-cloud-commons-dependencies/3.1.3-SNAPSHOT/maven-metadata.xml
